Name,Price,Rating,Description
"Apple iPhone 8 Plus (Gold, 64 GB)","₹49,900",4.6,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 8 Plus (Silver, 64 GB)","₹49,900",4.6,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"IQOO 3 (5G) (Tornado Black, 256 GB)","₹46,990",4.4,"12 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories"
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",4.6,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","₹36,999",4.4,16 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹69,999",No Rating,16 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
V-TAN Back Cover for Vivo V27 5G,₹247,3.7,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)","₹36,999",4.4,16 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"realme 16 Pro+ 5G (Master Gold, 256 GB)","₹41,999",4.5,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display200MP + 50MP + 8MP | 50MP Front Camera7000 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Google Pixel 9A (Obsidian, 256 GB)","₹39,999",4.5,8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty
"realme 16 Pro+ 5G (Master Gold, 256 GB)","₹44,999",4.7,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display200MP + 50MP + 8MP | 50MP Front Camera7000 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"vivo V60 5G (Auspicious Gold, 512 GB)","₹45,999",4.5,16 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V60 5G (Mist Gray, 512 GB)","₹45,999",4.5,16 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V60 5G (Mist Gray, 256 GB)","₹40,999",4.5,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus 11 5G (Marble Odyssey, 256 GB)","₹39,999",4.5,16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty For Phone and 6 Months Warranty for in-box Accessories
"Samsung Galaxy S23 5G (Green, 128 GB)","₹47,999",4.6,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Google Pixel 8a (Aloe, 128 GB)","₹49,999",4.3,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty
"Apple iPhone 12 (Blue, 64 GB)","₹49,900",4.6,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories."
"Google Pixel 9 (Peony, 256 GB)","₹79,999",4.6,12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty
"Apple iPhone 12 (Green, 64 GB)","₹49,900",4.6,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories."
"MOTOROLA razr 40 (Sage Green, 256 GB)","₹41,999",3.9,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display64MP Rear Camera4200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Samsung Galaxy Z Flip6 5G (Silver Shadow, 512 GB)","₹1,01,999",4.3,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4000 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 11 (Yellow, 64 GB)","₹43,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"Apple iPhone 11 (Purple, 64 GB)","₹43,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy S24 FE 5G (Graphite, 128 GB)","₹35,999",4.5,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹35,557",4.5,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty
"Samsung Galaxy S24 FE 5G (Mint, 256 GB)","₹39,999",4.5,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 FE 5G (Blue, 256 GB)","₹39,999",4.5,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹69,999",No Rating,16 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
V-TAN Back Cover for Vivo V27 5G,₹247,3.7,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA
"Samsung Galaxy S24 FE 5G (Mint, 128 GB)","₹35,999",4.5,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹35,999",4.5,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"MOTOROLA Signature (PANTONE Carbon, 512 GB)","₹64,999",No Rating,16 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"realme 16 Pro 5G (Master Gold, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera7000 mAh BatteryDimensity 7300 Max Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OnePlus Nord 5 5G (Phantom Grey, 256 GB)","₹36,129",4.5,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty
"realme 16 Pro 5G (Orchid Purple, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera7000 mAh BatteryDimensity 7300 Max Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme 16 Pro 5G (Pebble Grey, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera7000 mAh BatteryDimensity 7300 Max Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme 16 Pro+ 5G (Master Gold, 128 GB)","₹39,999",4.5,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display200MP + 50MP + 8MP | 50MP Front Camera7000 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme Gt 7 (Icesense Blue, 256 GB)","₹36,999",4.3,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryDimensity Processor1 Year manufacturer Warranty for handset & 6 months for accessories
"vivo T4 Ultra 5G (Meteor Grey, 256 GB)","₹35,999",4.5,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"vivo T4 Ultra 5G (Phoenix Gold, 256 GB)","₹35,999",4.5,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"vivo T4 Ultra 5G (Phoenix Gold, 256 GB)","₹37,999",4.5,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"vivo T4 Ultra 5G (Phoenix Gold, 512 GB)","₹39,999",4.5,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"IQOO Neo 10 (Titanium Chrome, 256 GB)","₹38,389",4.6,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryQualcomm ProcessorDomestic warranty 1 year for handset and 6months for accessories
"vivo T4 Ultra 5G (Meteor Grey, 256 GB)","₹37,999",4.5,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"IQOO Neo 10 (Inferno Red, 256 GB)","₹37,598",4.6,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryQualcomm ProcessorDomestic warranty 1 year for handset and 6 months for accessories
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹32,218",4.5,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 512 GB)","₹36,999",4.4,16 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)","₹29,899",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)","₹31,949",4.3,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹69,999",No Rating,16 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
V-TAN Back Cover for Vivo V27 5G,₹247,3.7,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA
"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)","₹33,990",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 15 Pro 5G (Flowing Silver, 512 GB)","₹38,999",4.4,12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 15 Pro 5G (Silk Purple, 256 GB)","₹35,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹35,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"MOTOROLA Signature (PANTONE Carbon, 512 GB)","₹64,999",No Rating,16 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹34,999",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"realme 15 Pro 5G (Velvet Green, 256 GB)","₹35,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Xiaomi 14 CIVI (Cruise Blue, 256 GB)","₹34,990",4.3,8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹34,999",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"vivo V50 5G (Rose Red, 128 GB)","₹32,999",4.5,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"vivo V50 5G (Starry Night, 256 GB)","₹33,490",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"vivo V50 5G (Starry Night, 256 GB)","₹32,498",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"vivo V60 5G (Auspicious Gold, 256 GB)","₹38,999",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO RENO 13 5G (White / Ivory White, 128 GB)","₹35,889",4.2,8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera5600 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories
"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V60 5G (Mist Gray, 256 GB)","₹38,999",4.5,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy A56 5G (Awesome Light Gray, 256 GB)","₹39,599",4.4,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹59,999",No Rating,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"REDMI Note-14 Pro+ 5G (Titan Black, 512 GB)","₹33,995",4.4,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)","₹35,999",4.5,12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year
"OPPO K13 Turbo Pro 5G (Midnight Maverick, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V50 5G (Starry Night, 512 GB)","₹37,999",4.5,12 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹69,999",No Rating,16 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh Battery8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
V-TAN Back Cover for Vivo V27 5G,₹247,3.7,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA
"Mi 10T (Cosmic Black, 128 GB)","₹35,999",4.2,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories
"OnePlus 12R (Cool Blue, 128 GB)","₹38,999",4.5,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty
Zapcase Back Cover for Samsung Galaxy A55 5G,₹291,4.2,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover
"vivo V30 Pro 5G (Andaman Blue, 256 GB)","₹38,999",4.5,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus 12R (Iron Gray, 128 GB)","₹36,999",4.5,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹31,999",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OnePlus 12R (Iron Gray, 256 GB)","₹37,999",4.5,"8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase"
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹35,999",4.3,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Xiaomi 14 CIVI (Panda White, 512 GB)","₹59,999",4.3,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO Reno11 5G (Rock Grey, 128 GB)","₹28,889",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
